x1,x2,x3,x4,y
0.018884650727450325,0.03548754675073093,0.0019268738375645689,0.04044802154019675,0.09674709285594257
0.016360932731091626,0.03549732760976965,0.0019352574043606796,0.003144969671508069,0.05693848741673002
0.05371136597381557,0.005183743277120151,0.006720094322941184,0.028760327601874275,0.09437553117575118
0.0037475679354045943,0.009953852912931688,0.07355408173705605,0.010788220341708704,0.09804372292710103
0.021430855801085086,0.018506386647714868,0.02274345954858259,0.010312778799049016,0.07299348079643156
0.0158688426041792,0.010658761011584555,0.0055255989103088765,0.048529311922592716,0.08058251444866535
0.049462618745058695,0.020600882216752436,0.003216035029800557,0.016801846541441928,0.09008138253305362
0.007075013209802528,0.007949125601201007,0.02134063292659541,0.04376572909229104,0.08013050082988998
0.0037807022538381696,0.009251733845792198,0.002442928757899837,0.012952076813576296,0.0284274416711065
0.03380152994461244,0.004161803422542437,0.0052215417854286905,0.03246428775785848,0.07564916291044205
0.024773160652210247,0.015660212033774434,0.04665332818714471,0.012535156236488848,0.09962185710961824
0.04236690901859044,0.04021484347859722,0.008988308214773977,0.001249723915115658,0.0928197846270773
0.004156554202207341,0.04312117242798044,0.01676253480775408,0.023861617582638384,0.08790187902058025
0.01648274632401811,0.057730364705205456,0.002886768775160281,0.01176662172401513,0.08886650152839898
0.004232282637262913,0.04018732696435831,0.009429027644277443,0.025978220365681592,0.07982685761158026
0.009209912752903948,0.02338467653429646,0.019647361503700528,0.006422226954027249,0.058664177744928186
0.030300581089136608,0.039110854041267185,0.020383258616388067,0.002947669049043672,0.09274236279583553
0.004277468847628196,0.0129041799941369,0.029105985752147623,0.03141201571797886,0.07769965031189158
0.05867492199435276,0.0072797440516052525,0.008732635441594666,0.005173596788856094,0.07986089827640877
0.025437744393997375,0.0011765564957708086,0.06558681770177607,0.0014174718076757353,0.09361859039921999
0.00978880106735372,0.024878406172338857,0.03014794352751224,0.01843608831530638,0.0832512390825112
0.009292949204798923,0.01996949854308308,0.012101340873391264,0.045652377939473326,0.0870161665607466
0.01850321799287491,0.034476247712218244,0.019089991409826618,0.019024524475249743,0.09109398159016951
0.024820985028023185,0.030889916329764483,0.01033140806682653,0.027490875252188657,0.09353318467680286
0.01428624848190746,0.024655820540862683,0.0032758028905307823,0.04334076350035243,0.08555863541365336
0.015981916427497272,0.03912377189994398,0.018616156046315335,0.024184378721413907,0.0979062230951705
0.018913625912704957,0.041883682663973215,0.021425525734476175,0.017450876162260792,0.09967371047341514
0.009936332742104953,0.01885106521324048,0.013205098942685817,0.05310721836006743,0.09509971525809868
0.011324674193830098,2.450062935793751e-05,0.019397508645499134,0.04346146163169254,0.07420814510037971
0.011525258034748631,0.05324585519432318,0.031644106366478186,0.0014741691958053693,0.09788938879135536
0.017800826090900473,0.02367317283248263,0.045998223711272074,0.008674514806059741,0.09614673744071492
0.02627339677453247,0.002117812451597839,0.028034076039954614,0.029543138416737863,0.08596842368282279
0.0008570299594535535,0.028001076070205133,0.0034437044658841842,0.02101173307761872,0.05331354357316159
0.009511136419337846,0.02412048823485924,0.026342621303187597,0.004720860950597677,0.06469510690798236
0.022129235212881293,0.0291802785701,0.04839837095001545,0.0002777708307810933,0.09998565556377784
0.003097377112216082,0.023793686557672555,2.4350077471285703e-05,0.03881158661396231,0.06572700036132223
0.0019715372028274447,0.008062122690118495,0.03348012037755965,0.04282262223508271,0.0863364025055883
0.0036444122810760093,0.007176393241978024,0.0012614858349754565,0.05691987291895442,0.06900216427698391
0.055884668499934426,0.010088117967553684,0.024919830880076654,0.003750955895764213,0.09464357324332898
0.02109472453235875,0.034322709430416404,0.014356193383736643,0.015096192689164928,0.08486982003567672
0.0018460178514446979,0.007545729342984503,0.01647838959099507,0.019932865387758403,0.04580300217318267
0.039940817990438165,0.026589953267351613,0.018628546210932823,0.005440355899291011,0.09059967336801361
0.014184692308622376,0.0642945673430686,0.002567082696722539,0.01411939214735039,0.0951657344957639
0.01342762849956819,0.0012325189281129079,0.008581803587223491,0.03908632423648076,0.062328275251385346
0.020149968674168628,0.037993278954955884,0.01708792841546078,0.009650240200722027,0.08488141624530732
0.004560612891203075,0.029875542611654177,0.004866360043920492,0.01930555728692704,0.05860807283370478
0.0358313369616029,0.059734040271361644,0.0011901784265079818,0.0007288574843083984,0.09748441314378092
0.017314111615075983,0.0011587208884299427,0.01916717396846293,0.030944758314585236,0.06858476478655409
0.01860900840724608,0.011293459051619381,0.013654822470915567,0.028213836569841083,0.07177112649962211
0.03027928892516482,0.0010278821763153312,0.004432959231545491,0.04189595151868725,0.07763608185171289
0.00857648228104474,0.005072973531896813,0.06610468255033647,0.016830105409024326,0.09658424377230235
0.00024074917457705958,0.01332924159871457,0.03226286861083033,0.047712241809286154,0.09354510119340811
0.0018646405346869621,0.034667850178175585,0.010263611471871048,0.05208505259987378,0.09888115478460738
0.015973000983262958,0.02279488018756648,0.026516021977496917,0.026488499445936647,0.091772402594263
0.08221666220232235,0.0023311296458738417,0.003119757848347282,0.0018422677077689908,0.08950981740431246
0.009407166517873489,0.009291306326258797,0.004208451601791674,0.04260518427694604,0.06551210872287
0.0308887240180237,0.0029087780408510178,0.016029317390789694,0.0012655013341308363,0.05109232078379525
0.014822413246920602,0.0014500218140475196,0.03008788080273625,0.04285219328654957,0.08921250915025394
0.07646751382977082,0.004027257863221723,0.0068904387903778175,0.006676686774954782,0.09406189725832514
0.00024741364441638325,0.0526293431397519,0.039887835647740594,0.002379530920380679,0.09514412335228956
0.0057549500248233465,0.005311858169999212,0.018559098540016195,0.027051006777872366,0.05667691351271112
0.01540463151685309,0.021986196468991775,0.012567330920916442,0.012256492738918351,0.06221465164567966
0.002788599636182637,0.04344121516565724,0.006028981267005934,0.006101707424392311,0.058360503493238125
0.015867630547629574,0.03755848290211414,0.02693565560061978,0.018348319139613684,0.09871008818997717
0.02669653205200459,0.00829064774756863,0.02324598071841802,0.01842904814330218,0.07666220866129342
0.008124784366485116,0.006398566124970029,0.022637987046783686,0.03568719649125229,0.07284853402949112
0.04468718619043219,0.019635155917026442,0.0010967319941921905,0.033329780785560426,0.09874885488721125
0.0005111542422548965,0.05081034069886778,0.009615282367006345,0.020590573270974494,0.08152735057910351
0.0427787861195669,0.007781500688030102,0.041573998128723255,0.0055864585052448346,0.09772074344156509
0.0015909139792811555,0.007194782507044334,0.04005195540246845,0.013012936862936891,0.06185058875173083
0.035041150148653055,0.0343990832798626,0.012500944265914166,0.004288926394647591,0.08623010408907741
0.038437361481887505,0.004861747685147161,0.012676131418977915,0.0065586554984995715,0.06253389608451215
0.05842923348777171,0.0019925918550831034,0.013177607585294515,0.013466133326240831,0.08706556625439016
0.04973723900324392,0.004075572183481091,0.0038475876089057726,0.014538160231520297,0.07219855902715108
0.024784808753035598,0.03741940721248227,0.020785995494580434,0.0009609547860683354,0.08395116624616664
0.04854764017384783,0.019389008541513292,0.008781576754785608,0.020608524144673263,0.09732674961481999
0.020191628093229913,0.029874434729099286,0.019713469711534343,0.01993079938255951,0.08971033191642305
0.046851829502987774,0.00967555206181675,0.012792638088785807,0.026428851222411898,0.09574887087600223
0.010397763774203872,0.014770671065571145,0.03414295388458785,0.022708687901460883,0.08202007662582375
0.007621095187269916,0.01874108056145385,0.009415060974173994,0.013142833938263015,0.048920070661160775
0.027717977020562445,0.023230308228290114,0.0019037080656613137,0.03591949744719905,0.08877149076171292
0.04111037975880072,0.026930515018250056,0.0017263056668316012,0.01803100665954388,0.08779820710342626
0.0010731147102389371,0.0368307677063317,0.03511367745441435,0.00038190336237520217,0.07339946323336019
0.03140356266990879,0.0365648489116715,0.01311394012616654,0.0059999990041411655,0.087082350711888
0.04534794352654806,0.00938239991874712,0.014934188409807814,0.025524858643165615,0.0951893904982686
0.06239273635526996,0.00569186028828339,0.0031300029323318435,0.008188139781617532,0.07940273935750272
0.003178094226354483,0.0031978328415199764,0.07058538094097697,2.8150785278596713e-05,0.07698945879413002
0.04006001700872999,0.01715838525185559,0.03929168488542861,0.002279440714408859,0.09878952786042305
0.0016982106684466647,0.02059944237655187,0.01468126876671727,0.050529318435240334,0.08750824024695614
0.021130357647200726,0.026507083094759215,0.011189800592943389,0.02737233242490361,0.08619957375980694
0.0033917385463128336,0.05521554771619189,0.0013017844737328865,0.017892381545872832,0.07780145228211044
0.028715023915571042,0.003943417837378199,0.011638927000922172,0.05294734031489162,0.09724470906876304
0.04178709023106267,0.009873754658319911,0.009958448098777967,0.014705308721688765,0.07632460170984931
0.031400359486746604,0.001421182868949905,0.0035286841352602516,0.018348594072815277,0.05469882056377204
0.009507687554499794,0.00046900949209877085,0.012675813012628767,0.01656018830810388,0.03921269836733121
0.00987435116288271,0.007513285786603485,0.045404180921690934,0.025713754631297436,0.08850557250247457
0.015788085031391813,0.010750795309927397,0.055114277753037705,0.00683589783747085,0.08848905593182776
0.007914819585099792,0.004605237268606122,0.03371064550309122,0.052473777160350205,0.09870447951714734
0.010508988289119364,0.014480095525462366,0.03971793828324974,0.013014018107482789,0.07772104020531426
0.03149087657652924,0.03111895716384147,0.0180531162226443,0.002295114000971682,0.0829580639639867
0.018853058667006983,0.03067067633466844,0.005173050349364494,0.032469308701153665,0.08716609405219358
0.04938838029439713,0.015585590779309683,0.02311237238237701,0.00504112925454836,0.09312747271063218
0.033698183104769214,0.02104093385812006,0.02237696172737849,0.021947291374897288,0.09906337006516505
0.03093283298414748,0.015163586715909672,0.020261087529654914,0.025218797658176556,0.09157630488788862
0.07612589239776896,0.0010043192417363844,0.004449813358712806,0.008146809658423904,0.08972683465664205
0.00825340965917934,0.0030060835504052974,0.014334810383986901,0.01916481967455322,0.044759123268124756
0.022993743110395454,0.009699346913762591,0.03946739060172971,0.009097598226680353,0.08125807885256811
0.006135203239941184,0.010010064251953388,0.02158583787350135,0.054243472860129316,0.09197457822552524
0.002308504843850756,0.019562069108688213,0.010387556099602402,0.026025368780863672,0.05828349883300504
